dd_id,deployment
454014,DL8105
454015,DL8106
454016,DL8202
454017,DL8203
454018,DL8205
454019,DL8209
454020,DL8301
454021,DL8302
454022,DL8307
454023,DL8309
454024,DL8401
454025,DL8406
454026,DL8409
454027,DL8501
454028,DL8503
454029,DL8507
454030,DL8508
454031,DL8510
454032,DL8601
454033,DL8603
454034,DL8604
454035,DL8607
454036,DL8608
454037,DL8610
454038,DL8701
454039,DL8703
454040,DL8704
454041,DL8708
454042,DL8710
454043,DL8801
454044,DL8812
454045,DL8901
454046,DL8902
454047,DL8906
454048,DL8907
454049,DL8909
454050,DL9001
454051,DL9003
454052,DL9004
454053,DL9011
454054,DL9012
454055,DL9014
454056,DL9101
454057,DL9103
454058,DL9110
454059,DL9111
454060,DL9113
454061,DL9201
454062,DL9202
454063,DL9203
454064,DL9212
454065,DL9214
454066,DL9301
454067,DL9302
454068,DL9304
454069,DL9311
454070,DL9312
454071,DL9314
454072,DL9401
454073,DL9402
454074,DL9403
454075,DL9405
454076,DL9410
454077,DL9710
454078,DL9813
454079,DL9901
454080,DL9905
454081,EK8001
454082,EK8004
454083,EK8006
454084,GO7701
454085,GY8507
454086,IS9701
454087,IS9801
454088,IS9901
454089,KE7711
454090,KE8103
454091,KT9503
454092,MC9501
454093,MM7701
454094,MM7711
454095,NO7702
454096,NP9901
454097,NS0201
454098,PE9602
454099,WI7804
454100,WI7903
454101,WI8002
454102,WI8601
454103,YU7702
454104,AA8704
454105,AI7801
454106,AJ9604
454107,AJ9901
454108,AL0001
454109,AL0002
454110,AL0005
454111,AL0006
454112,AL0007
454113,AL0102
454114,AL0103
454115,AL0106
454116,AL0109
454117,AL0110
454118,AL0111
454119,AL0202
454120,AL0203
454121,AL0204
454122,AL0206
454123,AL0210
454124,AL0305
454125,AL0306
454126,AL0401
454127,AL0402
454128,AL0403
454129,AL0405
454130,AL0408
454131,AL0409
454132,AL0410
454133,AL0502
454134,AL0503
454135,AL0505
454136,AL0507
454137,AL0508
454138,AL0509
454139,AL0602
454140,AL0603
454141,AL0605
454142,AL0607
454143,AL0608
454144,AL0702
454145,AL0703
454146,AL0707
454147,AL7702
454148,AL7802
454149,AL7804
454150,AL7807
454151,AL7903
454152,AL7906
454153,AL7911
454154,AL7913
454155,AL8002
454156,AL8003
454157,AL8010
454158,AL8012
454159,AL8101
454160,AL8107
454161,AL8110
454162,AL8113
454163,AL8114
454164,AL8202
454165,AL8206
454166,AL8208
454167,AL8211
454168,AL8301
454169,AL8302
454170,AL8304
454171,AL8307
454172,AL8308
454173,AL8402
454174,AL8403
454175,AL8406
454176,AL8407
454177,AL8408
454178,AL8502
454179,AL8504
454180,AL8507
454181,AL8508
454182,AL8602
454183,AL8604
454184,AL8605
454185,AL8701
454186,AL8705
454187,AL8707
454188,AL8802
454189,AL8807
454190,AL8809
454191,AL8811
454192,AL9203
454193,AL9206
454194,AL9208
454195,AL9210
454196,AL9211
454197,AL9302
454198,AL9303
454199,AL9304
454200,AL9409
454201,AL9501
454202,AL9503
454203,AL9504
454204,AL9507
454205,AL9509
454206,AL9510
454207,AL9512
454208,AL9603
454209,AL9604
454210,AL9609
454211,AL9611
454212,AL9702
454213,AL9703
454214,AL9704
454215,AL9706
454216,AL9709
454217,AL9711
454218,AL9802
454219,AL9803
454220,AL9804
454221,AL9807
454222,AL9811
454223,AL9902
454224,AL9903
454225,AL9910
454226,AL9911
454227,AM0301
454228,AM9101
454229,AR7701
454230,AR7804
454231,AV9401
454232,BE7801
454233,BE7803
454234,BE7804
454235,BE7901
454236,BE7903
454237,BE7905
454238,DE0006
454239,DE0105
454240,DE0210
454241,DE0301
454242,DE0302
454243,DE0303
454244,DE0305
454245,DL0501
454246,DL0602
454247,DL0616
454248,DL0701
454249,DL0706
454250,DL0709
454251,DL0711
454252,DL7703
454253,DL7705
454254,DL7707
454255,DL7802
454256,DL7903
454257,DL7904
454258,DL7905
454259,DL8002
454260,DL8003
454261,DL8102
454262,DL8103
454263,DL8104
454264,DL8105
454265,DL8106
454266,DL8202
454267,DL8203
454268,DL8205
454269,DL8209
454270,DL8301
454271,DL8302
454272,DL8307
454273,DL8309
454274,DL8401
454275,DL8406
454276,DL8409
454277,DL8501
454278,DL8503
454279,DL8507
454280,DL8508
454281,DL8510
454282,DL8601
454283,DL8603
454284,DL8604
454285,DL8607
454286,DL8608
454287,DL8610
454288,DL8701
454289,DL8703
454290,DL8704
454291,DL8708
454292,DL8710
454293,DL8801
454294,DL8812
454295,DL8901
454296,DL8902
454297,DL8906
454298,DL8907
454299,DL8909
454300,DL9001
454301,DL9003
454302,DL9004
454303,DL9011
454304,DL9012
454305,DL9014
454306,DL9101
454307,DL9103
454308,DL9110
454309,DL9111
454310,DL9113
454311,DL9201
454312,DL9202
454313,DL9203
454314,DL9212
454315,DL9214
454316,DL9301
454317,DL9302
454318,DL9304
454319,DL9311
454320,DL9312
454321,DL9314
454322,DL9401
454323,DL9402
454324,DL9403
454325,DL9405
454326,DL9410
454327,DL9710
454328,DL9813
454329,DL9901
454330,DL9905
454331,EK8001
454332,EK8004
454333,EK8006
454334,GO7701
454335,GY8507
454336,IS9701
454337,IS9801
454338,IS9901
454339,KE7711
454340,KE8103
454341,KT9503
454342,MC9501
454343,MM7701
454344,MM7711
454345,NO7702
454346,NP9901
454347,NS0201
454348,PE9602
454349,WI7804
454350,WI7903
454351,WI8002
454352,WI8601
454353,YU7702
454354,KN193-03
454355,B4-2008
454356,B9-2008
454357,B10-2008
454358,AT11-04
454359,AT15-25
454360,KM0814
454361,KM0715
454362,KM0814
454363,RB-03-04B
454364,NEC-LL2006-1
454365,PE09-05
454366,PE11-06
454367,PE11-06
454368,EN261
454369,EN263
454370,EN265
454371,AL9505
454372,AL9506
454373,AL9508
454374,EN278
454375,EN282
454376,AL9607
454377,AL9605
454378,AL9701
454379,OC317
454380,lab_MBL_1d_model
454381,EN319
454382,OC322
454383,AL9806
454384,AL9808
454385,AL9901
454386,OC336
454387,EN320
454388,OC341
454389,AL9904
454390,AL9906
454391,OC298
454392,OC300
454393,OC302
454394,AL9705
454395,AL9707
454396,AL9801
454397,OC275
454398,SG140
454399,AUV_Monterey_Bay_Time_Series_Dorado
454400,lab_MIT_Prochlorococcus
454401,MuLTI_2010
454402,SG141
454403,SG140
454404,SG141
454405,SG142
454406,SG142
454407,SG143
454408,LMG0201A
454409,LMG0103
454410,NBP0103
454411,NBP0104
454412,NBP0202
454413,NBP0204
454414,KM0812
454415,SG143
454416,Biofloat_48
454417,Biofloat_48
454418,Biofloat_48
454419,Biofloat_48
454420,Biofloat_48
454421,Biofloat_48
454422,Biofloat_48
454423,lab_WHOI_CBG_3d_model
454424,VANC32MV
454425,KM0817
454426,MV1015
454431,NEC-RW2001-1
454432,NEC-RW2001-1
454433,Biofloat_48
454434,IronExII_MV
454435,IronExII_MV
454436,IronExII_MV
454437,IronExII_MV
454438,Biofloat_48
454439,KN192-05
454440,Biofloat_48
454441,Biofloat_48
454442,KN192-05
454443,IronExII_MV
454444,IronExII_MV
454445,IronExII_MV
454446,RB-08-02
454447,NEC-MP2000-2
454448,CB916
454449,CB921
454450,CB924
454451,CB928
454452,CB933
454453,CB944
454454,B4-2008
454455,B9-2008
454456,B10-2008
454457,KN193-03
454458,SG140
454459,SG141
454460,SG142
454461,SG143
454462,Biofloat_48
454463,CB921
454464,CB924
454465,CB928
454466,CB933
454467,CB944
454468,AE0922
454469,AE0922
454470,AL9506
454471,AL9605
454472,AL9705
454473,AL9801
454474,AL9806
454475,AL9808
454476,AL9901
454477,AL9904
454478,EN261
454479,EN263
454480,EN265
454481,EN276
454482,EN278
454483,EN282
454484,EN320
454485,EN322
454486,OC275
454487,OC298
454488,OC300
454489,OC301
454490,OC302
454491,OC303
454492,OC317
454493,OC319
454494,Biofloat_48
454495,AL9505
454496,AL9506
454497,AL9508
454498,AL9605
454499,AL9607
454500,AL9701
454501,AL9801
454502,AL9806
454503,AL9808
454504,AL9901
454505,TN191A
454506,AE0922
454507,RISE2004
454508,RISE2005a
454509,RISE2006b
454510,OC468-02
454511,NEC-HH2006-1
454512,NEC-HH2006-1
454513,LMG0104
454514,EN484
454515,EN487
454516,EN487
454517,ANT-XVIII-2
454518,ANT-XXI-3
454519,OC468-02
454520,AL9904
454521,AL9906
454522,NBP0104
454523,LMG0104
454524,LMG0203
454525,NBP0204
454526,CT2010
454527,MV1015
454528,ZHNG02RR
454529,CT2010
454530,OC449-03
454531,OC449-02
454532,KN199-04
454533,KN199-05
454534,ISL0109
454535,OC449-02
454536,OC449-03
454537,ISL0109
454538,ELAKHA01
454539,MV1015
454540,ELAKHA02
454541,ELAKHA03
454542,T0205
454543,KM0715
454544,W0002A
454545,W0004B
454546,W0005A
454547,W0007A
454548,W0008
454549,W0009A
454550,W0101C
454551,W0103B
454552,W0107A
454553,W0109A
454554,W0111B
454555,W0202A
454556,W0204A
454557,W0205A
454558,W0207A
454559,W0212A
454560,W0302A
454561,W0304A
454562,W0305A
454563,W0307A
454564,W0307B
454565,W0309B
454566,W0408D
454567,W9909C
454568,W9911A
454569,NBP0202
454570,OC449-02
454571,OC449-03
454572,OC449-02
454573,OC449-03
454574,AMLR2006-Leg1
454575,LMG0402
454576,NBP0606
454577,AMLR2004-Leg2
454578,LMG0402
454579,NBP0606
454580,LMG0402
454581,NBP0606
454582,OC449-03
454583,KN192-05
454584,GP0207-02
454585,GP0207-02
454586,GP0207-02
454587,GP0207-02
454588,GP0207-02
454589,GP0207-02
454590,GP0207-02
454591,GP0207-02
454592,GP0207-02
454593,FR0206-02
454594,FR0206-02
454595,LMG0302
454596,FR0206-02
454597,FR0206-02
454598,FR0206-02
454599,ISL0109
454600,OC449-03
454601,GP0401-02
454602,OC449-02
454603,OC449-03
454604,GP0401-02
454605,GP0401-02
454606,GP0401-02
454607,GP0401-02
454608,GP0401-02
454609,GP0401-02
454610,KN199-04
454611,KN199-05
454612,KN199-04
454613,KN199-04
454614,HRS070714AB
454615,HRS070714AB
454616,HRS070714AB
454617,HRS070714AB
454618,OC449-03
454619,AV2007_May
454620,AV2007_October
454621,AS2008_July
454622,KN197-08
454623,OC297
454624,OC297
454625,KN193-06
454626,KN193-06
454627,OC297
454628,KN193-06
454629,EN283
454630,EN286
454631,EN287
454632,EN293
454633,EN295
454634,EN311
454635,OC314
454636,OC315
454637,OC316
454638,OC323
454639,EN283
454640,EN286
454641,EN287
454642,EN293
454643,EN295
454644,EN311
454645,OC314
454646,OC315
454647,OC316
454648,OC323
454649,EN283
454650,EN286
454651,EN287
454652,EN293
454653,EN295
454654,EN311
454655,OC314
454656,OC315
454657,OC316
454658,OC323
454659,KN193-06
454660,OC404-01
454661,OC404-04
454662,OC467
454663,BH09-05
454664,BH09-05
454665,BH09-12
454666,BH09-05
454667,BH09-12
454668,BH09-12
454669,OC391
454670,OC402
454671,OC412
454672,TI096
454673,TI098
454674,TI100
454675,TI102
454676,TI103
454677,TI105
454678,TI109
454679,TI112
454680,OC425
454681,TI171
454682,TI177
454683,TI180
454684,TI181
454685,TI184
454686,TI185
454687,TI191
454688,EN435
454689,EN437
454690,EN448
454691,EN451
454692,OC445
454693,TI303
454694,TI313
454695,TI314
454696,TI326
454697,TI383
454698,TI386
454699,EN476
454700,OC460
454701,OC465
454702,OC467
454703,OC445
454704,EN448
454705,EN451
454706,EN456
454707,TI303
454708,TI313
454709,TI314
454710,OC402
454711,TI098
454712,TI100
454713,TI102
454714,TI103
454715,TI109
454716,TI181
454717,TI191
454718,OC425
454719,OC440
454720,EN435
454721,TI383
454722,TI386
454723,OC467
454724,HRS100808BW
454725,EN259
454726,EN261
454727,EN262
454728,EN263
454729,EN264
454730,EN265
454731,EN266
454732,EN267I
454733,EN267II
454734,EN276
454735,EN278
454736,EN282
454737,EN319
454738,EN320
454739,EN322
454740,OC275
454741,OC298
454742,OC300
454743,OC301
454744,OC302
454745,OC303
454746,OC317
454747,OC319
454748,OC322
454749,OC336
454750,OC341
454751,KN199-04
454752,CH0511
454753,EN494
454754,OC471-04
454755,KN199-04
454756,BH10-03
454757,BH10-03
454758,KN199-04
454759,KN199-04
454760,KN199-04
454761,KN199-04
454762,KN199-04
454763,KN199-04
454764,KN199-04
454765,KN199-04
454766,KN199-04
454767,KN199-05
454768,KN199-04
454769,KN197-08
454770,EN437
454771,AL9506
454772,AL9605
454773,AL9705
454774,AL9801
454775,AL9806
454776,AL9808
454777,AL9901
454778,AL9904
454779,EN261
454780,EN263
454781,EN265
454782,EN276
454783,EN278
454784,EN282
454785,EN320
454786,EN322
454787,OC275
454788,OC298
454789,OC300
454790,OC301
454791,OC302
454792,OC303
454793,OC317
454794,OC319
454795,AL9505
454796,AL9506
454797,AL9508
454798,AL9605
454799,AL9607
454800,AL9701
454801,AL9705
454802,AL9707
454803,AL9801
454804,AL9806
454805,AL9808
454806,AL9901
454807,AL9904
454808,AL9906
454809,EN259
454810,EN261
454811,EN262
454812,EN263
454813,EN264
454814,EN265
454815,EN266
454816,EN267I
454817,EN267II
454818,EN276
454819,EN278
454820,EN282
454821,EN319
454822,EN320
454823,EN322
454824,OC275
454825,OC298
454826,OC300
454827,OC301
454828,OC302
454829,OC303
454830,OC317
454831,OC319
454832,OC322
454833,OC336
454834,OC341
454835,HRS100808BW
454836,HRS100808BW
454837,OC415-01
454838,GF222_BATS
454839,GF226_BATS
454840,CH-05-08
454841,OC473
454842,GF222_BATS
454843,CH-05-08
454844,GF226_BATS
454845,CH-05-08
454846,GF222_BATS
454847,CH-05-08
454848,CH-05-08
454849,CH-05-08
454850,BML_Mooring
454851,BML_Mooring
454852,GF226_BATS
454853,CH-05-08
454854,lab_Ries_UNC_Chapel_Hill
454855,lab_Ries_Sapodilla_Caye
454856,lab_Ries_Sapodilla_Caye
454857,lab_Ries_UNC_Chapel_Hill
454858,OC468-02
454859,lab_Ries_Sapodilla_Caye
454860,lab_Ries_UNC_Chapel_Hill
454861,HX271
454862,HX275
454863,lab_Ries_Sapodilla_Caye
454864,lab_Ries_UNC_Chapel_Hill
454865,lab_Ries_Sapodilla_Caye
454866,lab_Ries_UNC_Chapel_Hill
454867,OC476-01
454868,OC473
454869,OC473
454870,PE03-NGOMEX
454871,PE04-NGOMEX
454872,PE06-NGOMEX
454873,PE07-NGOMEX
454874,PE09-05
454875,PE11-06
454876,PE03-NGOMEX
454877,PE04-NGOMEX
454878,PE06-NGOMEX
454879,PE07-NGOMEX
454880,PE09-05
454881,PE11-06
454882,PE03-NGOMEX
454883,PE04-NGOMEX
454884,PE06-NGOMEX
454885,PE07-NGOMEX
454886,PE09-05
454887,PE11-06
454888,NEC-JS2000-1
454889,NEC-JS2000-1
454890,OC443
454891,CB934
454892,NEC-JS2000-1
454893,NEC-JS2000-1
454894,PE03-NGOMEX
454895,PE04-NGOMEX
454896,PE06-NGOMEX
454897,PE09-05
454898,PE11-06
454899,KOK1108
454900,KOK1108
454901,NEC-DC2002-1
454902,MedFlux_SedTrap_2003_P1
454903,MedFlux_SedTrap_2003_P2
454904,MedFlux_SedTrap_2005
454905,LMG1110
454906,MedFlux_SedTrap_2003_P1
454907,MedFlux_SedTrap_2003_P2
454908,MedFlux_SedTrap_2005
454909,MedFlux_SedTrap_2003_P1
454910,MedFlux_SedTrap_2003_P2
454911,MedFlux_SedTrap_2005
454912,KOK1108
454914,EN501
454915,AT18-14
454916,KM1125
454917,KM1125
454918,OC473
454919,KM1125
454920,NEC-MP2007-2
454921,PE10-31
454922,WS1010
454923,PE11-07
454924,CH1210
454925,AT18-02
454926,NEC-MH2007-1
454927,NEC-MH2007-1
454928,RISE2005a
454929,RISE2004
454930,RISE2005a
454931,RISE2006b
454932,lab_OSU_Behrenfeld_proteome
454933,KNOX22RR
454934,AU9701
454935,NBP0101
454936,AU9706
454937,AU9901
454938,AE0810
454939,AE0810
454940,AE0810
454941,NEC-JP2003-1
454942,MuLTI_2011
454943,AE1104
454944,KM1013
454945,AT18-14
454946,NEC-SE2006-1
454947,NEC-SE2007-1
454948,EuroWinter-2010
454949,NEC-SE2006-1
454950,ASCOS2008
454951,ASCOS2008
454952,AU9701
454953,AU9804
454954,AU9901
454955,SS9902
454956,NBP0608
454957,AU9701
454958,AU9901
454959,SS9902
454960,AU9804
454961,OC443
454962,AE1104
454963,AT15-59
454964,AII-85
454965,AT15-59
454966,RISE2004_RICE
454967,RISE2005_RICE
454968,RISE2006_RICE
454969,RISE2004_RINO
454970,RISE2005_RINO
454971,RISE2006_RINO
454972,RISE2004_RISO
454973,RISE2005_RISO
454974,RISE2006_RISO
454975,RISE2004_RICE
454976,RISE2005_RICE
454977,RISE2004_RINO
454978,RISE2005_RINO
454979,RISE2006_RINO
454980,RISE2004_RISO
454981,RISE2004_RICE
454982,RISE2005_RICE
454983,RISE2006_RICE
454984,RISE2004_RINO
454985,RISE2005_RINO
454986,RISE2006_RINO
454987,RISE2004_RISO
454988,RISE2005_RISO
454989,RISE2006_RISO
454990,RISE2004_RICE
454991,RISE2005_RICE
454992,RISE2006_RICE
454993,RISE2004_RINO
454994,RISE2005_RINO
454995,RISE2006_RINO
454996,RISE2004_RISO
454997,RISE2005_RISO
454998,RISE2006_RISO
454999,RISE2004_RICE
455000,RISE2005_RICE
455001,RISE2006_RICE
455002,RISE2004_RINO
455003,RISE2005_RINO
455004,RISE2004_RISO
455005,RISE2005_RISO
455006,RISE2006_RISO
455007,RISE_Moorings_All
455008,Greenwich_Cove
455009,MV1015
455010,TN210
455011,OC455
455012,lab_Olson_ARBS
455013,OC461
455014,MV1015
455015,KM0715
455016,KM0715
455017,TN210
455018,TN210
455019,AT15-59
455020,AT15-59
455021,AT15-59
455022,AT18-14
455023,TN210
455027,lab_UCSB_MSI_Passow
455028,Skidaway_River_Estuary
455029,lab_UCSB_MSI_Passow
455030,KOK1108
455031,KOK1108
455032,NBP0103
455033,NBP0202
455034,NBP0204
455035,RB-03-04C
455036,VANC33MV
455037,TN191B
455038,EN487
455039,KN192-05
455040,EN484
455041,CT2010
455042,KM0701
455043,AT15-61
455044,BH10-01
455045,BH10-06
455046,KOK1108
455047,BH10-13
455048,BH10-22
455049,BH10-01
455050,BH10-06
455051,BH10-13
455052,BH10-22
455053,KOK1108
455054,OC399-03
455055,OC408-01
455056,OC408-02
455057,NBP0101
455058,BC_May2003-Nov2009
455059,KM1013
455060,LMG1110
455061,BC_May2003-Nov2009
455062,SeapHOx_Kelp_A
455063,SeapHOx_Kelp_B
455064,SeapHOx_Kelp_C
455065,SeapHOx_Kelp_D
455066,SeapHOx_Kelp_A
455067,SeapHOx_Kelp_B
455068,SeapHOx_Kelp_C
455069,SeapHOx_Kelp_D
455070,OC473
455071,EN502
455072,BH09-SINC1
455073,BH07-09
455074,BH07-17
455075,BH07-19
455076,BH08-01
455077,BH08-11
455078,BH08-19
455079,EN484
455080,W9709B
455081,W9711C
455082,W9801B
455083,W9804A
455084,W9808A
455085,W9809A
455086,W9811A
455087,W9902A
455088,W9904B
455089,W9907A
455090,W9909C
455091,W9911A
455092,W0002A
455093,W0004B
455094,W0007A
455095,W0009A
455096,W0101C
455097,W0103B
455098,W0107A
455099,W0109A
455100,W0111B
455101,W0202A
455102,W0204A
455103,W0207A
455104,AT7-21
455105,W0212A
455106,W0302A
455107,W0304A
455108,NH0307A
455109,W0309B
455110,BH09-SINC1
455111,W0408D
455112,BH07-09
455113,BH07-17
455114,BH07-19
455115,BH08-01
455116,BH08-11
455117,BH08-19
455118,GP0108
455119,W9907A
455120,W9909C
455121,W9911A
455122,W0002A
455123,W0007A
455124,W0004B
455125,W0009A
455126,W0101B
455127,W0101C
455128,W0103B
455129,W0107A
455130,W0109A
455131,W0111B
455132,W0202A
455133,W0204A
455134,W0207A
455135,W0212A
455136,W0302A
455137,W0304A
455138,W0309B
455139,MF0111
455140,EW0205
455141,MF0211
455142,MF0303
455143,MF0310
455144,KM0313
455145,W0101B
455146,HX271
455147,HX287
455148,HX284
455149,GP0401-02
455150,GP0108
455151,GP0207-01
455152,MF0105
455153,PISCO-SH-15-SAMI
455154,OMEGAS-FCKX00-GIFET
455155,OMEGAS-SHLX00-GIFET
455156,2010-PISCO_mooring-LB
455157,2010-PISCO_mooring-SH
455158,2009-MI_LOCO-Lander
455159,2010-MI_LOCO-Lander
455160,OMEGAS-CARX00-GIFET
455161,CBLX00
455162,CMEN00
455163,FCKX00
455164,IBODXX
455165,IMOAXX
455166,KHLX00
455167,POHX00
455168,RKPX00
455169,SHLX00
455170,SRKX00
455171,YBHX00
455172,OMEGAS-CARX00-GIFET
455173,CBLX00
455174,CMEN00
455175,FCKX00
455176,IBODXX
455177,IMOAXX
455178,KHLX00
455179,POHX00
455180,RKPX00
455181,SHLX00
455182,SRKX00
455183,YBHX00
455184,LIS0507
455185,lab_OSU_sherr
455186,LIS0507
455187,LW_LIS08
455188,Skidaway_River_Estuary
455189,LIS0507
455190,LW_LIS08
455191,lab_UCSC_Carr
455192,KM0309B
455193,AE1211
455194,RB0103b
455195,RB0103b
455196,RB0103b
455197,RB0103L3
455198,NH0307A
455199,KN204-01
455200,EN259
455201,EN261
455202,EN263
455203,EN265
455204,AL9506
455205,AL9508
455206,AL9513
455207,EN276
455208,EN278
455209,OC275
455210,EN282
455211,AL9605
455212,AL9607
455213,AL9701
455214,EN292
455215,OC298
455216,DE9703
455217,EN296
455218,OC300
455219,OC302
455220,CH0697
455221,AL9705
455222,AL9707
455223,AL9801
455224,OC317
455225,OC319
455226,OC322
455227,AL9806
455228,AL9808
455229,AL9901
455230,OC336
455231,EN320
455232,OC341
455233,AL9904
455234,AL9906
455235,OC345
455236,CY98-079
455237,PAR99-028
455238,KN207-01
455239,EN259
455240,EN261
455241,EN263
455242,EN265
455243,AL9506
455244,AL9508
455245,EN274
455246,AL9513
455247,EN274
455248,EN276
455249,EN278
455250,OC275
455251,EN282
455252,AL9605
455253,AL9607
455254,AL9701
455255,EN292
455256,OC298
455257,EN296
455258,DE9703
455259,OC300
455260,OC302
455261,CH0697
455262,AL9705
455263,AL9707
455264,AL9801
455265,OC315
455266,OC316
455267,OC317
455268,OC319
455269,OC322
455270,AL9806
455271,AL9808
455272,OC315
455273,OC316
455274,AL9901
455275,OC336
455276,EN320
455277,OC341
455278,AL9904
455279,AL9906
455280,PAR98-078
455281,CY98-079
455282,KN204-01
455283,KN204-01
455284,KN207-01
455285,BH10-01
455286,BH10-06
455287,BH10-13
455288,BH10-22
455289,W0408D
455290,KN207-01
455291,W0307A
455292,W0307A
455293,W0307A
455294,HX254
455295,HX257
455296,HX258
455297,HX262
455298,HX263
455299,HX267
455300,HX268
455301,HX269
455302,HX270
455303,HX272
455304,HX276
455305,HX279
455306,HX280
455307,HX283
455308,HX286
455309,SE0005
455310,SE0007
455311,FR0206-01
455312,FR0206-02
455313,FR0208
455314,W0103A
455315,lab_Kustka_Allen
455316,lab_Kustka_Allen
455317,lab_Kustka_Allen
455318,NH1208
455319,MCR10-1
455320,KN204-01
455321,KN204-01
455322,KN204-01
455323,KN204-01
455324,AT15-40
455325,BH09-SINC1
455326,AT15-40
455327,AT15-56
455328,KOK1108
455329,FL_Lagoons_Hare
455330,AT16
455331,CI9407
455332,EN259
455333,EN262
455334,AT15-40_Alvin_Dives
455335,AT15-40_Alvin_Dives
455336,AT15-56_Alvin_Dives
455337,LGL_All
455338,BH09-SINC1
455339,BH10-01
455340,BH10-06
455341,BH10-13
455342,BH10-22
455343,BH07-09
455344,BH07-17
455345,BH07-19
455346,BH08-01
455347,BH08-11
455348,BH08-19
455349,AT16
455350,MCR10-1
455351,CI9407
455352,EN259
455353,EN262
455354,NBP0103
455355,NBP0104
455356,NBP0202
455357,KN204-01
455358,NBP0103
455359,NBP0104
455360,NBP0202
455361,BH07-09
455362,BH07-17
455363,BH07-19
455364,BH08-01
455365,BH08-11
455366,BH08-19
455367,GoCAL4
455368,NOAA-16-NEP
455369,NOAA-14-NEP
455370,PS1009
455371,KN204-01
455372,MR11-06
455373,MR11-06
455374,KN204-01
455375,KN204-01
455376,KN204-01
455377,KN204-01
455378,AL9306
455379,SJ9503
455380,SJ9505
455381,SJ9507
455382,OC301
455383,OC303
455384,EL9904
455385,EL9905
455386,AL9205
455387,AL9306
455388,SJ9503
455389,SJ9507
455390,SJ9505
455391,OC301
455392,OC303
455393,AL9805
455394,OC339
455395,EL9904
455396,EL9905
455397,EL9906
455398,W0307A
455399,AT16
455400,RB-03-04B
455401,RB-03-04C
455402,CT2010
455403,PA9901
455404,PA0101
455405,PA0102
455406,PA0103
455407,PA0104
455408,PA0201
455409,PA0202
455410,PA0203
455411,PA0301
455412,PA0302
455413,PA0303
455414,PA0401
455415,PA0402
455416,PA0403
455417,PA9701
455418,PA9801
455419,PA9802
455420,PA9902
455421,PA0001
455422,Seal_Captures
455423,EN276
455424,AL9612
455425,WB1105
455426,WB1205
455427,EN513
455428,NH1008
455429,NH1008
455430,NH1008
455431,NH1008
455432,LW_053012
455433,LW_053012
455434,NH1008
455435,NH1008
455436,Coral_Dive_HM
455437,Coral_Dive_HM
455438,lab_Harvell
455439,Coral_Dive_HM
455440,EN265
455441,AL9605
455442,EN282
455443,NH1008
455444,NH1008
455445,NH1008
455446,NH1008
455447,AT18-02
455448,WS1010
455449,AT18-02
455450,WS1010
455451,AT18-02
455452,NH1008
455453,WS1010
455454,NH1008
455455,NH1008
455456,NH1008
455457,NH1008
455458,NH1008
455459,NH1008
455460,NH1008
455461,AL9705
455462,AL9707
455463,NH1008
455464,NH1208
455465,NH1208
455466,NH1208
455467,SECM
455468,KN207-03
455469,NH0005
455470,NH0007
455471,T0205
455472,R0208
455473,TN277
455474,SJ0609
455475,KN204-01
455476,Tomales_Line
455477,NH0005
455478,NH0007
455479,T0205
455480,R0208
455481,NH1208
455482,TN277
455483,AE1211
455484,AL9403II
455485,TN277
455486,AL9403II
455487,TN277
455488,TN277
455489,TN277
455490,TN277
455491,TN277
455492,AT15-44
455493,AT15-59
455494,AT15-68
455495,AT18-10
455496,AT15-44
455497,AT15-59
455498,AT15-68
455499,AT18-10
455500,AT15-44
455501,AT15-59
455502,AT15-68
455503,AT18-10
455504,TN277
455505,AT15-44
455506,SECM
455507,AT15-44
455508,AT15-68
455509,AT18-10
455510,AT15-61
455511,OC473
455512,MV1015
455513,MV1015
455514,AT15-59
455515,lab_Fu
455516,lab_Fu
455517,nearshore_sampling_Fu
455518,lab_Fu
455519,CH1010
455520,NH1208
455521,KN207-01
455522,HOT_cruises
455523,lab_Fu
455524,lab_Fu
455525,AT15-44
455526,lab_Fu
455527,AT15-44
455528,lab_Fu
455529,lab_Fu
455530,PE08-54
455531,BATS_cruises
455532,lab_Carpenter_En-Gen
455533,PE10-01
455534,PE09-12
455535,lab_Carpenter_Moorea
455536,PE08-54
455537,lab_Carpenter_Moorea
455538,Aerial_Survey_2007_SRtP
455539,Aerial_Survey_2008_SRtP
455540,PE08-54
455541,PE09-12
455542,PE10-01
455543,DMSP_Sapelo_Island
455544,DMSP_Sargasso_Sea
455545,DMSP_Dauphin_Island
455546,Seal_Captures
455547,MV1015
455548,MV1015
455549,lab_Hutchins_09-10_plankton
455550,lab_Edmunds_NMMBA
455551,lab_Edmunds_NMMBA
455552,LMG0402
455553,NBP0606
455554,lab_Edmunds_NMMBA
455555,MV1015
455556,Seal_Captures
455557,CH0711
455558,Seal_Captures
455559,Seal_Captures
455560,Seal_Captures
455561,lab_Edmunds_NMMBA
455562,BC_May2003-Nov2009
455563,BC_May2003-Nov2009
455564,2009-MI_LOCO-Lander
455565,2010-MI_LOCO-Lander
455566,lab_Hutchins_09-10_plankton
455567,lab_Carpenter_Moorea
455568,OMEGAS-FCKX00-GIFET
455569,OMEGAS-IBODXX-GIFET
455570,OMEGAS-ILOLXX-GIFET
