dd_id,deployment
451005,NBP-96-4
451006,NBP-96-4
451007,NBP-96-4
451008,NBP-96-4
451009,NBP-96-04A
451010,NBP-96-04A
451011,NBP-96-04A
451012,NBP-96-04A
451013,NBP-96-04A
451014,NBP-96-04A
451015,NBP-96-04A
451016,NBP-96-04A
451017,NBP-96-04A
451018,NBP-96-04A
451019,NBP-96-04A
451020,NBP-96-04A
451021,NBP-96-04A
451022,NBP-96-04A
451023,NBP-96-04A
451024,NBP-96-04A
451025,NBP-96-04A
451026,NBP-96-04A
451027,NBP-96-04A
451028,NBP-96-04A
451029,NBP-96-04A
451030,NBP-96-04A
451031,NBP-96-04A
451032,NBP-96-04A
451033,NBP-96-04A
451034,NBP-96-5
451035,NBP-96-5
451036,NBP-96-5
451037,NBP-96-5
451038,NBP-96-5
451039,NBP-96-5
451040,NBP-96-5
451041,NBP-96-5
451042,NBP-96-5
451043,NBP-97-01
451044,NBP-97-01
451045,NBP-97-01
451046,NBP-97-01
451047,NBP-97-01
451048,NBP-97-01
451049,NBP-97-01
451050,NBP-97-01
451051,NBP-97-01
451052,NBP-97-01
451053,NBP-97-01
451054,NBP-97-01
451055,NBP-97-01
451056,NBP-97-01
451057,NBP-97-01
451058,NBP-97-01
451059,NBP-97-01
451060,NBP-97-01
451061,NBP-97-01
451062,NBP-97-01
451063,NBP-97-01
451064,NBP-97-01
451065,NBP-97-01
451066,NBP-97-01
451067,NBP-97-01
451068,NBP-97-01
451069,NBP-97-01
451070,NBP-97-03
451071,NBP-97-03
451072,NBP-97-03
451073,NBP-97-03
451074,NBP-97-03
451075,NBP-97-03
451076,NBP-97-03
451077,NBP-97-03
451078,NBP-97-03
451079,NBP-97-03
451080,NBP-97-03
451081,NBP-97-03
451082,NBP-97-03
451083,NBP-97-03
451084,NBP-97-03
451085,NBP-97-03
451086,NBP-97-03
451087,NBP-97-03
451088,NBP-97-03
451089,NBP-97-03
451090,NBP-97-03
451091,NBP-97-03
451092,NBP-97-03
451093,NBP-97-03
451094,NBP-97-03
451095,NBP-97-03
451096,NBP-97-08
451097,NBP-97-08
451098,NBP-97-08
451099,NBP-97-08
451100,NBP-97-08
451101,NBP-97-08
451102,NBP-97-08
451103,NBP-97-08
451104,NBP-97-08
451105,NBP-97-08
451106,NBP-97-08
451107,NBP-97-08
451108,NBP-97-08
451109,NBP-97-08
451110,NBP-97-08
451111,NBP-97-08
451112,NBP-97-08
451113,NBP-97-08
451114,NBP-97-08
451115,NBP-97-08
451116,NBP-97-08
451117,NBP-97-08
451118,NBP-97-08
451119,NBP-97-08
451120,NBP-97-08
451121,NBP-97-08
451122,NBP-97-08
451123,NBP-97-08
451124,NBP-97-08
451125,NBP-98-2
451126,NBP-98-2
451127,NBP-98-2
451128,NBP-98-2
451129,NBP-98-2
451130,NBP-98-2
451131,NBP-98-2
451132,NBP-98-2
451133,NBP-98-2
451134,NBP-98-2
451135,NBP-98-2
451136,NBP-98-2
451137,NBP-98-2
451138,NBP-98-2
451139,NBP-98-2
451140,NBP-98-2
451141,NBP-98-2
451142,NBP-98-2
451143,NBP-98-2
451144,NBP-98-2
451145,KIWI6
451146,KIWI6
451147,KIWI6
451148,KIWI6
451149,KIWI6
451150,KIWI6
451151,KIWI6
451152,KIWI6
451153,KIWI6
451154,KIWI6
451155,KIWI6
451156,KIWI6
451157,KIWI6
451158,KIWI6
451159,KIWI6
451160,KIWI6
451161,KIWI6
451162,KIWI6
451163,KIWI6
451164,KIWI6
451165,KIWI6
451166,KIWI6
451167,KIWI6
451168,KIWI6
451169,KIWI6
451170,KIWI7
451171,KIWI7
451172,KIWI7
451173,KIWI7
451174,KIWI7
451175,KIWI7
451176,KIWI7
451177,KIWI7
451178,KIWI7
451179,KIWI7
451180,KIWI7
451181,KIWI7
451182,KIWI7
451183,KIWI7
451184,KIWI7
451185,KIWI7
451186,KIWI7
451187,KIWI7
451188,KIWI7
451189,KIWI7
451190,KIWI7
451191,KIWI7
451192,KIWI7
451193,KIWI7
451194,KIWI7
451195,KIWI8
451196,KIWI8
451197,KIWI8
451198,KIWI8
451199,KIWI8
451200,KIWI8
451201,KIWI8
451202,KIWI8
451203,KIWI8
451204,KIWI8
451205,KIWI8
451206,KIWI8
451207,KIWI8
451208,KIWI8
451209,KIWI8
451210,KIWI8
451211,KIWI8
451212,KIWI8
451213,KIWI8
451214,KIWI8
451215,KIWI8
451216,KIWI8
451217,KIWI8
451218,KIWI8
451219,KIWI8
451220,KIWI8
451221,KIWI8
451222,KIWI8
451223,KIWI8
451224,KIWI9
451225,KIWI9
451226,KIWI9
451227,KIWI9
451228,KIWI9
451229,KIWI9
451230,KIWI9
451231,KIWI9
451232,KIWI9
451233,KIWI9
451234,KIWI9
451235,KIWI9
451236,KIWI9
451237,KIWI9
451238,KIWI9
451239,KIWI9
451240,KIWI9
451241,KIWI9
451242,KIWI9
451243,KIWI9
451244,KIWI9
451245,KIWI9
451246,KIWI9
451247,KIWI9
451248,KIWI9
451249,KIWI9
451250,KIWI9
451251,KIWI9
451252,KIWI9
451253,KIWI9
451254,KIWI9
451255,KIWI9
451256,KIWI9
451257,KIWI9
451258,NBP-94-06
451259,NBP-96-6
451260,NBP-97-9
451261,NEC-DC2002-1
451262,NEC-DC2002-1
451263,NEC-DC2002-1
451264,NEC-MD2001-1
451265,NEC-LI2001-1
451266,NEC-LI2001-1
451267,NEC-KK2004-1
451268,NEC-EM2001-1
451269,NEC-EM2001-1
451270,NEC-MP2000-1
451271,NEC-JA2005-2
451272,NEC-JR2001-1
451273,NEC-JR2001-1
451274,NEC-JR2001-1
451275,NEC-JR2001-1
451276,NEC-JR2001-1
451277,NEC-JS2000-1
451278,NEC-JS2000-1
451279,NEC-RW2001-1
451280,NEC-RW2001-1
451281,NEC-RW2001-1
451282,NEC-RW2001-1
451283,EN267I
451284,EN262
451285,EN263
451286,EN260
451287,EN259
451288,EN264
451289,EN266
451290,EN267I
451291,EN267II
451292,EN268
451293,EN269
451294,EN261
451295,AL9404
451296,EN265
451297,AL9505
451298,AL9506
451299,AL9508
451300,AL9513
451301,AL9605
451302,AL9607
451303,AL9612
451304,AL9701
451305,AL9705
451306,AL9707
451307,AL9801
451308,AL9805
451309,AL9806
451310,AL9808
451311,AL9901
451312,AL9904
451313,AL9906
451314,CI9405
451315,EL9904
451316,EL9905
451317,EL9906
451318,EN246
451319,EN256
451320,EN259
451321,EN260
451322,EN262
451323,EN264
451324,EN265
451325,EN266
451326,EN267I
451327,EN267II
451328,EN268
451329,EN269
451330,EN271
451331,EN274
451332,EN276
451333,EN278
451334,EN282
451335,EN288
451336,EN290
451337,EN292
451338,EN298
451339,EN301
451340,EN302
451341,EN303
451342,EN307
451343,EN308
451344,EN319
451345,EN320
451346,EN321
451347,EN322
451348,PS02_2002
451349,EN323
451350,EN324
451351,EN325
451352,EN330
451353,EN331
451354,DRFT08RR
451355,AL9403II
451356,61TG_3052
451357,VDT0410
451358,COOK19MV
451359,PS02_2002
451360,PS02_2002
451361,PS02_2002
451362,COOK19MV
451363,DRFT08RR
451364,PS02_2002
451365,PS02_2002
451366,PS02_2002
451367,PS02_2002
451368,PS02_2002
451369,PS02_2002
451370,PS02_2002
451371,DRFT08RR
451372,COOK19MV
451373,COOK19MV
451374,DRFT08RR
451375,PS02_2002
451376,ANT-XXI-3
451377,ANT-XVIII-2
451378,AL9705
451379,AL9707
451380,AL9806
451381,AL9808
451382,AL9901
451383,AL9904
451384,AL9906
451385,AL9701
451386,EN320
451387,HUD9877
451388,OC275
451389,OC291
451390,OC296
451391,OC298
451392,NBP0103
451393,OC299
451394,OC300
451395,OC301
451396,NBP0104
451397,61TG_3052
451398,61TG_3052
451399,61TG_3052
451400,61TG_3052
451401,61TG_3052
451402,61TG_3052
451403,61TG_3052
451404,61TG_3052
451405,61TG_3052
451406,61TG_3052
451407,61TG_3052
451408,61TG_3052
451409,61TG_3052
451410,61TG_3052
451411,61TG_3052
451412,61TG_3052
451413,61TG_3052
451414,61TG_3052
451415,61TG_3052
451416,61TG_3052
451417,61TG_3052
451418,61TG_3052
451419,61TG_3052
451420,61TG_3052
451421,61TG_3052
451422,61TG_3052
451423,61TG_3052
451424,61TG_3052
451425,61TG_3052
451426,61TG_3052
451427,61TG_3052
451428,61TG_3052
451429,61TG_3052
451430,61TG_3052
451431,LMG0104
451432,NBP0104
451433,LMG0203
451434,NBP0204
451435,61TG_3052
451436,61TG_3052
451437,61TG_3052
451438,61TG_3052
451439,61TG_3052
451440,61TG_3052
451441,61TG_3052
451442,61TG_3052
451443,61TG_3052
451444,61TG_3052
451445,61TG_3052
451446,61TG_3052
451447,61TG_3052
451448,61TG_3052
451449,61TG_3052
451450,61TG_3052
451451,61TG_3052
451452,61TG_3052
451453,61TG_3052
451454,61TG_3052
451455,61TG_3052
451456,61TG_3052
451457,61TG_3052
451458,61TG_3052
451459,61TG_3052
451460,61TG_3052
451461,61TG_3052
451462,61TG_3052
451463,61TG_3052
451464,KY0103-02
451465,KY0103-01
451466,KY0103-01
451467,KY0103-02
451468,KY0103-02
451469,KY0103-02
451470,KY0103-02
451471,KY0103-01
451472,KY0103-02
451473,KY0103-02
451474,KY0103-02
451475,KY0103-02
451476,KY0103-02
451477,KY0103-02
451478,KY0103-02
451479,KY0103-02
451480,KY0103-01
451481,KY0103-01
451482,KY0103-02
451483,KY0103-02
451484,KY0103-02
451485,KY0103-01
451486,KY0103-02
451487,KY0103-02
451488,KY0103-01
451489,KY0103-02
451490,KY0103-02
451491,KY0103-02
451492,KY0103-02
451493,KY0103-02
451494,JGOFS_WH_buoy_dep2
451495,JGOFS_WH_buoy_dep2
451496,LMG0103
451497,LMG0104
451498,LMG0106
451499,LMG0201A
451500,LMG0203
451501,LMG0205
451502,LMG0302
451503,NBP0103
451504,NBP0104
451505,NBP0202
451506,NBP0204
451507,LMG0602
451508,BAMS-multi
451509,BAMS-multi
451510,TT039
451511,TT040
451512,TT041
451513,TT042
451514,TT043
451515,TT044
451516,TT045
451517,TT046
451518,LMG0602
451519,LMG0602
451520,TT047
451521,TT048
451522,TT049
451523,TT050
451524,TT051
451525,TT052
451526,TT053
451527,TT054
451528,TT055
451529,COOK19MV
451530,DRFT08RR
451531,PS02_2002
451533,61TG_3052
451534,PA0101
451535,PA0102
451536,PA0103
451537,PA0104
451538,PA0201
451539,PA0202
451540,PA0203
451541,PA0301
451542,PA0302
451543,PA0303
451544,PA0401
451545,PA0402
451546,PA0403
451547,BAMS-multi
451548,RB-08-02
451549,COOK19MV
451550,DRFT08RR
451551,PS02_2002
451552,NBP-96-04A
451553,NBP-97-01
451554,NBP-97-03
451555,NBP-97-08
451556,KIWI6
451557,KIWI7
451558,KIWI8
451559,KIWI9
451560,KM0414
451561,COOK19MV
451562,COOK19MV
451563,DRFT08RR
451564,COOK19MV
451565,COOK19MV
451566,PS02_2002
451567,PS02_2002
451568,COOK19MV
451569,DRFT08RR
451570,COOK19MV
451571,DRFT08RR
451572,PS02_2002
451573,COOK19MV
451574,DRFT08RR
451575,COOK19MV
451576,DRFT08RR
451577,ZHNG09RR
451578,COOK19MV
451579,DRFT08RR
451580,KM0414
451581,ZHNG09RR
451582,COOK19MV
451583,DRFT08RR
451584,DRFT08RR
451585,DRFT08RR
451586,DRFT08RR
451587,DRFT08RR
451588,DRFT08RR
451589,COOK19MV
451590,COOK19MV
451591,ZHNG09RR
451592,ZHNG09RR
451593,ZHNG09RR
451594,COOK19MV
451595,ZHNG09RR
451596,ZHNG09RR
451597,KM0414
451598,ZHNG09RR
451599,KM0414
451600,ZHNG09RR
451601,KM0414
451602,ZHNG09RR
451603,KM0414
451604,ZHNG09RR
451605,KM0414
451606,ZHNG09RR
451607,KM0414
451608,ZHNG09RR
451609,TT050
451610,TT054
451611,KM0414
451612,ZHNG09RR
451613,TT043
451614,TT045
451615,NBP-96-04A
451616,NBP-96-5
451617,NBP-97-01
451618,NBP-97-03
451619,NBP-97-08
451620,NBP-98-2
451621,KM0414
451622,ZHNG09RR
451623,NBP-97-01
451624,COOK19MV
451625,COOK19MV
451626,COOK19MV
451627,COOK19MV
451628,COOK19MV
451629,COOK19MV
451630,COOK19MV
451631,KM0414
451632,ZHNG09RR
451633,TT045
451634,TT054
451635,TT044
451636,TT044
451637,TT053
451638,TT054
451639,KM0414
451640,ZHNG09RR
451641,KM0414
451642,ZHNG09RR
451643,KM0414
451644,ZHNG09RR
451645,KM0414
451646,ZHNG09RR
451647,KM0414
451648,KM0414
451649,KM0414
451650,TT043
451651,TT045
451652,TT050
451653,TT054
451654,TT043
451655,TT045
451656,TT050
451657,TT054
451658,KM0414
451659,ZHNG09RR
451660,KM0414
451661,ZHNG09RR
451662,RB-08-02
451663,TT041
451664,KN192-05
451665,NEC-JA2005-1
451666,ZHNG09RR
451667,NEC-DS2003-1
451668,JGOFS_WH_buoy_dep1
451669,JGOFS_WH_buoy_dep1
451670,TT040
451671,TT046
451672,TT040
451673,TT046
451674,RB-08-02
451675,TT039
451676,NEC-JA2005-1
451677,TT050
451678,TT043
451679,TT045
451680,TT047
451681,TT055
451682,TT047
451683,TT055
451684,TT041
451685,TT047
451686,TT055
451687,TT041
451688,TT047
451689,TT055
451690,TT041
451691,TT047
451692,TT055
451693,NEC-MB2002-1
451694,JGOFS_sedTrap_S1d1
451695,JGOFS_sedTrap_S1d2
451696,JGOFS_sedTrap_S2d1
451697,JGOFS_sedTrap_S2d2
451698,JGOFS_sedTrap_S3d1
451699,JGOFS_sedTrap_S3d2
451700,JGOFS_sedTrap_S4d1
451701,JGOFS_sedTrap_S4d2
451702,JGOFS_sedTrap_S5d1
451703,JGOFS_sedTrap_S4d1
451704,JGOFS_sedTrap_S4d2
451705,JGOFS_sedTrap_S1d1
451706,JGOFS_sedTrap_S1d2
451707,JGOFS_sedTrap_S3d1
451708,JGOFS_sedTrap_S3d2
451709,JGOFS_sedTrap_S4d1
451710,JGOFS_sedTrap_S4d2
451711,JGOFS_sedTrap_S1d1
451712,JGOFS_sedTrap_S1d2
451713,JGOFS_sedTrap_S3d1
451714,JGOFS_sedTrap_S3d2
451715,JGOFS_sedTrap_S4d1
451716,JGOFS_sedTrap_S4d2
451717,JGOFS_sedTrap_S1d1
451718,JGOFS_sedTrap_S1d2
451719,JGOFS_sedTrap_S3d1
451720,JGOFS_sedTrap_S3d2
451721,JGOFS_sedTrap_S4d1
451722,JGOFS_sedTrap_S4d2
451723,NEC-MB2002-1
451724,NEC-MB2002-1
451725,NEC-MB2002-1
451726,NEC-MB2002-1
451727,AII-119-5
451728,NEC-KP2002-1
451729,AII-119-5
451730,AII-119-5
451731,AII-119-5
451732,EN198
451733,AII-119-4
451734,ANT-XXIV_1
451735,RHB0603
451736,ANT-XXIV_1
451737,RHB0603
451738,RHB0603
451739,RHB0603
451740,ANT-XXIV_1
451741,ANT-XXIV_1
451742,ANT-XXIV_1
451743,RHB0603
451744,RHB0603
451745,NEC-KP2003-1
451746,NEC-KP2003-1
451747,NEC-KP2003-1
451748,KH67-5
451749,KH68-4
451750,KH69-4
451751,KH71-5
451752,KH74-2
451753,KH75-4
451754,KH76-1
451755,KH76-3
451756,KH76-5
451757,KT74-8
451758,KT75-3
451759,MARU_3
451760,Surabaya
451761,Colombo
451762,Penang
451763,Persian_Gulf
451764,Gulf_of_Thailand
451765,Honiara
451766,Noumea
451767,South_Yemen
451768,RHB0603
451769,NEC-KP2004-1
451770,NEC-KP2004-1
451771,LMG0104
451772,LMG0106
451773,LMG0203
451774,LMG0205
451775,LMG0106
451776,LMG0205
451777,LMG0104
451778,LMG0106
451779,LMG0203
451780,LMG0205
451781,USJGOFS_SMP
451782,AB_63_A
451783,AB_63_A
451784,AB_63_1
451785,AB_63_2
451786,AB_63_3
451787,AB_63_4A
451788,AB_64_5
451789,AB_64_6
451790,AB_64_7
451791,AB_64_8
451792,Ar_64_Do
451793,Ar_62_Lu
451794,Co_63_196
451795,AB_63_1
451796,Co_63_198
451797,AB_63_2
451798,AB_63_3
451799,Dm_62_2
451800,Dm_62_3
451801,AB_63_4A
451802,AB_64_5
451803,AB_64_6
451804,AB_64_7
451805,AB_64_8
451806,Ar_64_Do
451807,Ar_62_Lu
451808,Co_63_196
451809,Co_63_198
451810,Dm_62_2
451811,Dm_62_3
451812,Dm_62_4
451813,Dm_62_4
451814,Dm_63_1
451815,Dm_63_1
451816,Dm_63_2
451817,Dm_63_2
451818,Dm_63_3
451819,Dm_63_5
451820,Dm_63_3
451821,Dm_64_1
451822,Dm_63_5
451823,Dm_64_2
451824,Dm_64_1
451825,Dm_64_3
451826,Dm_64_2
451827,Dm_64_3
451828,Dm_64_5
451829,Dm_65_1
451830,Dm_64_5
451831,Dm_65_1
451832,Di_63_1
451833,Di_63_1
451834,Di_64_3
451835,Di_64_3
451836,Ga_62_4
451837,Ga_62_4
451838,Ga_63_1
451839,Ga_63_1
451840,Ka_63_3
451841,Ka_63_3
451842,Ki_63_4
451843,Ki_63_7
451844,Ki_63_4
451845,Ki_63_10
451846,Ki_63_11
451847,Ki_63_13
451848,Ki_64_15
451849,Ki_64_16
451850,Ki_64_17
451851,Ki_64_19
451852,Ki_64_20
451853,Ki_65_21
451854,Ki_65_22
451855,Ki_63_7
451856,Ki_65_25
451857,Ki_65_26
451858,Ki_65_27
451859,Ki_63_10
451860,Ki_63_11
451861,Ko_62_14
451862,Ki_63_13
451863,Ki_63_14
451864,Ko_63_16
451865,Ki_64_15
451866,Ki_64_16
451867,Me_64_1
451868,Ki_64_17
451869,Ki_64_19
451870,Na_62_5
451871,Na_63_6
451872,Ki_64_20
451873,Ki_65_21
451874,Os_62_1
451875,Ki_65_22
451876,Os_63_7
451877,Os_64_11
451878,Ki_65_25
451879,Ki_65_26
451880,Pi_64_442
451881,Ki_65_27
451882,Um_62_23
451883,Ko_62_14
451884,Um_63_24
451885,Ko_63_16
451886,Va_63_104
451887,Va_63_106
451888,Va_63_30
451889,Va_63_31
451890,Me_64_1
451891,Vi_62_35
451892,Vi_64_36
451893,Na_62_5
451894,Na_63_6
451895,Zu_64_Zu
451896,Os_62_1
451897,Os_63_7
451898,Os_64_11
451899,Pi_64_442
451900,Um_62_23
451901,Um_63_24
451902,Va_63_30
451903,Va_63_31
451904,Va_63_104
451905,Va_63_106
451906,AB_63_1
451907,AB_63_2
451908,AB_63_3
451909,Vi_62_35
451910,AB_63_4A
451911,AB_63_A
451912,Vi_64_36
451913,AB_64_5
451914,AB_64_6
451915,AB_64_7
451916,AB_64_8
451917,Ar_62_Lu
451918,Di_63_1
451919,Di_64_3
451920,Na_62_5
451921,Na_63_6
451922,AB_63_1
451923,AB_63_2
451924,AB_63_3
451925,AB_63_4A
451926,AB_63_A
451927,AB_64_5
451928,AB_64_6
451929,AB_64_7
451930,AB_64_8
451931,Zu_64_Zu
451932,Ar_64_Do
451933,Ar_62_Lu
451934,Co_63_196
451935,Co_63_198
451936,Dm_62_2
451937,Dm_62_3
451938,Dm_62_4
451939,Dm_63_1
451940,Dm_63_2
451941,Dm_63_3
451942,Dm_63_5
451943,Dm_64_1
451944,Dm_64_2
451945,Dm_64_3
451946,Dm_64_5
451947,Dm_65_1
451948,Di_63_1
451949,Di_64_3
451950,Ga_62_4
451951,Ga_63_1
451952,Ka_63_3
451953,Ki_63_4
451954,Ki_63_10
451955,Ki_63_11
451956,Ki_63_13
451957,Ki_63_14
451958,Ki_63_7
451959,Ki_64_15
451960,Ki_64_16
451961,Ki_64_17
451962,Ki_64_19
451963,Ki_64_20
451964,Ki_65_21
451965,AB_63_A
451966,Ki_65_22
451967,Ki_65_25
451968,AB_63_1
451969,Ki_65_26
451970,AB_63_2
451971,Ki_65_27
451972,AB_63_3
451973,AB_63_4A
451974,Ko_62_14
451975,AB_64_5
451976,AB_64_6
451977,Ko_63_16
451978,Ar_64_Do
451979,Ar_62_Lu
451980,Co_63_196
451981,Me_64_1
451982,Co_63_198
451983,Di_63_1
451984,Na_62_5
451985,Di_64_3
451986,Na_63_6
451987,Ki_64_15
451988,Os_62_1
451989,Ki_64_16
451990,Os_63_7
451991,Ki_64_17
451992,Os_64_11
451993,Ki_64_19
451994,Ki_64_20
451995,Pi_64_442
451996,Um_62_23
451997,Ki_65_21
451998,Ki_65_22
451999,Um_63_24
452000,Ki_65_25
452001,Ki_65_26
452002,Va_63_104
452003,Ki_65_27
452004,Va_63_106
452005,Va_63_30
452006,Me_64_1
452007,Va_63_31
452008,Vi_62_35
452009,Um_62_23
452010,Vi_64_36
452011,Va_63_30
452012,Zu_64_Zu
452013,Va_63_31
452014,Va_63_104
452015,Va_63_106
452016,AB_63_1
452017,AB_63_2
452018,Vi_62_35
452019,AB_63_3
452020,AB_63_4A
452021,Zu_64_Zu
452022,AB_63_A
452023,AB_64_7
452024,AB_64_8
452025,AB_63_A
452026,AB_63_1
452027,AB_63_2
452028,Ar_64_Do
452029,AB_63_3
452030,Ar_62_Lu
452031,AB_63_4A
452032,Dm_62_2
452033,AB_64_5
452034,AB_64_6
452035,AB_64_7
452036,Dm_63_1
452037,AB_64_8
452038,Dm_63_2
452039,Ar_64_Do
452040,Ar_62_Lu
452041,Dm_63_5
452042,Co_63_196
452043,Dm_64_1
452044,Co_63_198
452045,Dm_64_3
452046,Dm_65_1
452047,Dm_62_2
452048,Dm_62_3
452049,Dm_62_4
452050,Dm_63_1
452051,Dm_63_2
452052,Dm_63_3
452053,Dm_63_5
452054,Dm_64_1
452055,Di_63_1
452056,Dm_64_2
452057,Di_64_3
452058,Ga_63_1
452059,Dm_64_3
452060,Dm_64_5
452061,Dm_65_1
452062,Ki_63_4
452063,Ki_63_7
452064,Di_63_1
452065,Ki_63_11
452066,Di_64_3
452067,Ki_63_13
452068,Ga_62_4
452069,Ki_63_14
452070,Ki_64_15
452071,Ga_63_1
452072,Ki_64_16
452073,Ki_64_17
452074,Ka_63_3
452075,Ki_64_19
452076,Ki_64_20
452077,Ki_65_21
452078,Ki_63_4
452079,Ki_65_22
452080,Ki_65_25
452081,Ki_63_7
452082,Ki_65_26
452083,Ki_63_10
452084,Ki_65_27
452085,Ki_63_11
452086,Ko_63_16
452087,Me_64_1
452088,Ki_63_13
452089,Ki_63_14
452090,Na_63_6
452091,Ki_64_15
452092,Os_62_1
452093,Ki_64_16
452094,Os_63_7
452095,Ki_64_17
452096,Pi_64_442
452097,Ki_64_19
452098,Um_62_23
452099,Ki_64_20
452100,Va_63_104
452101,Ki_65_21
452102,Va_63_30
452103,Ki_65_22
452104,Va_63_31
452105,Ki_65_25
452106,Vi_62_35
452107,Ki_65_26
452108,Zu_64_Zu
452109,Ki_65_27
452110,Ko_62_14
452111,Ko_63_16
452112,Me_64_1
452113,Na_62_5
452114,Na_63_6
452115,Os_62_1
452116,Os_63_7
452117,Os_64_11
452118,Pi_64_442
452119,Um_62_23
452120,Um_63_24
452121,Va_63_30
452122,Va_63_31
452123,Va_63_104
452124,Va_63_106
452125,Vi_62_35
452126,Vi_64_36
452127,Zu_64_Zu
452128,PacFlux_II_cruise_2
452129,NBP-98-2
452130,NBP-97-01
452131,TT008
452132,TT012
452133,OC404-01
452134,HX201
452135,HX203
452136,HX205
452137,HX208
452138,HX211
452139,HX215
452140,HX217
452141,HX218
452142,HX219
452143,HX223
452144,HX225
452145,HX228
452146,HX230
452147,HX231
452148,HX234
452149,HX237
452150,HX239
452151,HX241
452152,HX243
452153,HX246
452154,HX248
452155,HX252
452156,HX254
452157,HX257
452158,HX258
452159,HX262
452160,HX263
452161,HX267
452162,HX269
452163,HX270
452164,HX272
452165,HX276
452166,HX279
452167,HX281
452168,HX283
452169,HX286
452170,HX292
452171,TT007
452172,KIWI6
452173,KIWI8
452174,KM0414
452175,ZHNG09RR
452176,GP0108
452177,MF0310
452178,GP0207-01
452179,GP0401-01
452180,GP0108
452181,GP0207-01
452182,MF0310
452183,GP0401-01
452184,GP0108
452185,GP0207-01
452186,RB-08-02
452187,NH0005
452188,W0007A
452189,NH0007
452190,W0009A
452191,W0204A
452192,W0205A
452193,W9709B
452194,W9711C
452195,W9801B
452196,W9804A
452197,W9808A
452198,W9809A
452199,W9811A
452200,W9902A
452201,W9904B
452202,W9907A
452203,W9909C
452204,W9911A
452205,GP0108
452206,GP0207-01
452207,MF0310
452208,GP0401-01
452209,PAR95-031
452210,PAR95-032
452211,EN267I
452212,EN267II
452213,KN193-05
452214,GP0108
452215,GP0207-01
452216,MF0310
452217,WB0409
452218,WB0413
452219,WB0506
452220,WB0508
452221,OC404-01
452222,OC404-04
452223,OC415-01
452224,OC415-03
452225,OC415-02
452226,OC415-04
452227,MF0105
452228,MF0111
452229,RB0103a
452230,OC404-01
452231,OC404-04
452232,OC415-01
452233,OC415-03
452234,WB0409
452235,WB0413
452236,WB0506
452237,WB0508
452238,WB0409
452239,WB0413
452240,WB0506
452241,WB0508
452242,OC404-01
452243,OC404-04
452244,OC415-01
452245,OC415-03
452246,WB0409
452247,WB0413
452248,WB0506
452249,WB0508
452250,OC404-01
452251,OC404-04
452252,OC404-01
452253,OC404-04
452254,NBP-97-01
452255,NBP-97-03
452256,NBP-97-08
452257,KIWI7
452258,KIWI9
452259,LMG0602
452260,KM0309B
452261,KM0313
452262,MF0303
452263,HX287
452264,HX284
452265,AR9806
452266,LMG0602
452267,LMG0414
452268,AVHRR_AESOPS
452269,KN193-05
452270,OC404-01
452271,OC404-04
452272,OC415-01
452273,OC415-02
452274,OC415-03
452275,OC415-04
452276,OC404-01
452277,OC404-01
452278,OC404-04
452279,OC415-02
452280,OC415-04
452281,OC404-01
452282,OC404-04
452283,OC415-01
452284,OC404-01
452285,OC404-04
452286,OC415-01
452287,OC415-02
452288,OC415-03
452289,OC415-04
452290,WB0409
452291,WB0413
452292,WB0409
452293,WB0413
452294,WB0506
452295,WB0508
452296,OC404-01
452297,OC404-04
452298,OC415-01
452299,OC415-02
452300,OC415-03
452301,OC415-04
452302,WB0409
452303,WB0413
452304,OC404-01
452305,OC404-04
452306,OC404-01
452307,WB0409
452308,OC415-02
452309,OC404-01
452310,OC404-04
452311,OC415-01
452312,OC415-03
452313,OC415-02
452314,OC415-04
452315,WB0409
452316,WB0413
452317,WB0506
452318,WB0508
452319,OC404-01
452320,OC404-04
452321,OC415-01
452322,OC415-03
452323,OC404-01
452324,OC404-04
452325,OC415-01
452326,OC415-03
452327,WB0409
452328,WB0413
452329,WB0506
452330,WB0508
452331,OC415-02
452332,OC415-04
452333,OC415-04
452334,WB0409
452335,WB0413
452336,WB0506
452337,WB0508
452338,OC404-01
452339,OC404-04
452340,OC415-01
452341,OC415-02
452342,OC415-03
452343,OC415-04
452344,OC404-01
452345,OC404-04
452346,OC415-01
452347,OC415-02
452348,OC415-03
452349,WB0409
452350,WB0413
452351,WB0506
452352,WB0508
452353,OC404-01
452354,OC404-04
452355,OC415-01
452356,OC415-03
452357,WB0409
452358,WB0413
452359,WB0506
452360,WB0508
452361,OC404-01
452362,OC404-04
452363,OC415-01
452364,OC415-03
452365,OC415-04
452366,OC404-01
452367,OC415-03
452368,WB0409
452369,WB0508
452370,OC415-04
452371,OC415-04
452372,OC415-01
452373,OC415-03
452374,OC415-01
452375,OC415-03
452376,OC415-03
452377,OC404-01
452378,OC404-04
452379,OC415-02
452380,OC415-03
452381,OC415-04
452382,OC415-01
452383,OC415-03
452384,OC415-04
452385,OC415-03
452386,OC415-01
452387,OC415-03
452388,OC415-04
452389,OC415-04
452390,OC404-01
452391,OC404-04
452392,WB0409
452393,WB0413
452394,OC415-01
452395,OC404-01
452396,OC404-04
452397,OC415-01
452398,OC415-02
452399,OC415-03
452400,OC415-04
452401,OC415-01
452402,OC415-03
452403,OC415-04
452404,OC404-01
452405,OC404-04
452406,OC415-01
452407,OC415-02
452408,OC415-03
452409,OC415-04
